video_id,views,dislikes,likes,comment_count
YidmJJ9Tyxs,30204,8,254,31
NtEDKLS1UdA,21354,53,1419,119
u7ckMt7GHVs,130978,91,8707,4314
-PdrYnW39sE,2865,17,210,8
niAR2A4AUbo,173345,115,672,115
6oicDuJh4oc,10086,13,435,27
guRbfQFddfg,3650713,1082,100369,4197
r81-O0n_ZqM,4974,4,13,5
vjBn83WBBpA,1261695,930,9500,6104
9eQEoSRmpz0,285366,175,7541,622
CgImeJcZEb0,161554,152,596,48
1yLmqc0BFkY,55447,46,3913,201
2fx_2fa3nZY,93216,52,282,43
21vcZh3fg4Y,3386,1,59,2
zGx_48XFIAI,186548,262,5530,601
h4aqjIe3YmM,8182,11,184,8
2wL2NeyR7_s,26587,15,2101,106
VVBXu6P3PCs,5815,5,485,57
OYEwSNe0mTY,330651,149,8145,639
X_VqMJN3nZ0,2059,4,300,31
Kemqo35m8gk,1454955,2021,12466,2071
xX513GgnatE,594702,0,0,0
451Lb2NPlKc,65927,232,5673,1594
3Jo-IXrnzgI,358568,134,11687,850
Jk2cNWJ3Bqc,9531,14,99,10
_sj3P21qc0U,4569,2,221,62
FbqQAxgYG2A,97994,134,5645,714
PqDTqJMMSrY,15205,7,96,37
rWWi2sTgMKo,6012,12,50,0
QExN2ypiHis,75507,37,126,46
llp7HjzUs_k,125386,135,13625,333
8ani9GbjgiY,10148,0,0,0
X4wQLfMtKGM,1730,0,25,1
fKpCAZy4IXg,101082,37,208,113
UyTdQLkIwc4,230424,211,1827,598
ZnUqO086QlM,11675,3,2251,145
r3PaJUSmUm8,14810,34,334,150
ZbvGotrXFF4,57041,18,2594,174
OP7X8zId1Uc,60161,92,4066,254
ESeHrQ_c4Ig,193564,83,9577,1339
vP9FD8XuE1Y,63358,35,1728,256
ihjkdbC03mk,27995,41,997,49
W2wxakv-p6o,40753,54,343,55
-gyl1SoKMpo,178400,560,18112,1678
XBhscdQzMM8,511360,296,32101,472
XzzQL96yAwE,509104,1320,13507,2386
oxCI2gj6Q1U,12900,9,67,18
aSiqkpMHOUg,16877,0,0,51
Y05GGrznYvk,45934,80,3017,343
A3ND1ZNEB8g,865206,650,5974,1730
f1e0BPbTjvo,254440,191,1024,203
SFr0fCgrTNQ,1381758,1282,88716,9330
PxW06ZfnsXI,48848,34,3786,347
ixGaSpg6Wz8,169483,117,3832,590
pDLAgzdKsPs,4824,9,409,74
btxciF35Qnk,1127610,800,14989,1414
zfgIDpSlYQ4,248026,100,2932,333
fRFa8kNgMSE,265380,112,1951,119
X6LI14XvG5g,3802,1,74,5
MyiBW-b7LCg,101580,125,616,58
XDuFwD3_vKg,636635,86,2431,176
fxuc8vgs7og,524721,6333,20609,1000
uzf85kvE0zc,888771,11176,7398,5755
khPLWaBioOs,31940868,167640,1179247,212787
BGk6_KEFtLE,8924,2,48,3
JFUU-NX-K5k,354801,2047,15690,2049
KCdBKMF0W_g,14663,62,29,44
beF82S2S8Jg,611389,168,2116,1018
lyLLy9EZbTQ,27870,35,396,51
zgye3Ulni2U,5098,6,134,7
aWOYLNvXTVE,69271,156,2492,249
VQm_Y7wEzGQ,288553,217,6929,715
ncHGUN6u78A,35764,54,715,435
reg6AW7R5qA,41131,61,2920,522
7halbNELm9s,109762,874,6505,1398
4F3Zfri5Ems,32267,32,1995,336
mf2jDv5of2U,264845,131,12205,2630
IqGERiispjs,4939,9,357,156
6Yheq6fVUqA,2357074,2533,18883,1594
EV-557Jvpnk,496719,129,7160,652
MbJp0JUogrE,17840,19,74,68
czmd7qJcoPE,668933,748,8970,306
aSy57g81ZuE,2912,23,393,32
DEilATquNBI,4628,1,666,22
r9waD68ce1o,227675,168,1946,147
mZdv26N-7oU,10541,9,53,5
Rlwiba_0GvI,99954,154,5313,340
frCxoO680j4,67891,101,4215,647
XBElQYUzSw0,20962,8,126,48
5Kt7llCLmlE,51748,101,2074,187
pisY6J2Ky6U,6101540,6650,188889,11036
Zvyi8I1k5Ns,995475,1140,20489,2116
leJM3tsOW4o,65873,39,320,103
lV3eV9w0h0U,937914,634,52401,3382
ZTBajmz8COs,11678,23,385,16
z86dQ5g6Wl0,104849,45,175,178
XKrV_JqZX1Q,1337261,450,18250,1083
5f2IMW2J5Ag,9250,25,533,274
0d7ADJuRKz0,224806,936,8110,1905
wy6Q4VNtSa8,116237,24,925,166
MkWT9disx38,9292,12,914,20
OarvW8AQ0Lk,13269,1,117,3
BaGD9WDoZGw,419507,181,1210,684
kCwMARo94QY,1731217,3751,11318,6683
TJqWEFajBuE,289558,44,2873,110
FTfBZPNlhgg,63721,17,666,61
MPOGbtDVRyg,1630,3,4,0
7fgZD42pGDo,742629,1203,22264,2878
Mm_ozRk-73c,6684,10,376,38
Zo-lKoI5U8E,15203,19,208,34
0tWC-CCDXhg,262337,251,796,334
rufTHV65qtE,464657,453,4185,625
Tx-IpA18-6E,58869,32,193,28
gya1gBzPOGI,5611,1,163,13
cdtzayvAQBo,5007,2,322,39
IS-MFOpADgE,174789,182,2259,332
IRFaeNG0Jvo,294023,154,35065,1147
Qf1xyI_iKWA,180713,352,9225,1287
bbRfI2oUmY8,59028,181,4288,302
IYHX0rNh-sM,13921,12,216,12
5dpEr_T-fVE,4864,12,697,176
lN1Yb0ahe4E,312003,379,8600,873
zCFrBV77pcQ,366821,687,25218,3231
xab4tdnRZhk,67466,108,5170,968
KJXKAVjxHow,8083,6,162,6
zzO3J_pp9vc,340461,173,11158,626
nc3Risj8d3M,63673,57,998,4
CLlsfSpKkNg,105052,62,487,107
4KQwNOexZIM,1221372,2674,71235,8374
cIriwVhRPVA,1141907,808,42409,1837
21t9kGm9jwY,53734,40,852,229
XfIBGkI5eHM,86768,302,1131,430
A-_YXvf6bpM,212796,152,1943,725
WHMuQqoqwY8,70186,48,414,312
1lGHZ5NMHRY,4979612,11703,46680,0
IzPNovUFUI8,3475,3,124,2
EaJH95dIVNU,23610,26,1197,387
-3kw4iBabKI,5122,17,82,30
lv1Npp7v8mk,29199,20,238,7
aFt49e5cwuU,92601,62,757,114
-Foheju_kHc,171950,120,2729,592
yWn_vmbGZrU,28469,40,363,50
7odoqTw4aVg,155355,218,5393,1903
pH3SNqkRUug,170608,37,1688,182
minDvc_KPOQ,17351,37,359,40
l2P2qbr-_Ps,2596861,3141,59024,5265
hRER5BeaQcg,67484,31,342,159
neC5f_LJKsk,7802,33,257,17
aHf3-BdeU7o,69101,22,416,81
plhgG4zVOrg,64946,56,4659,449
_sCkByVtjAY,429789,371,21412,3168
iPT3gvcN8RE,152586,308,10726,1575
viOqTZllhyk,16620,106,1007,196
8sOwyvNPPn8,4055,42,469,150
3_2sKvek42Y,310868,94,7978,467
tVqW5oLLSQY,15957,21,11,2
ftqeN3mG9e8,96641,38,6623,418
MqN6zQWP39A,25257,12,1059,13
-xZoOUd172Q,2064111,4770,35102,6582
Jmf2CcTAV5Q,8412,0,645,64
opp6VM_zQyM,385770,1746,6160,945
-6ddNXj8oXY,10111,1,77,11
iXfHlch1Lso,922816,1147,15194,929
u30f51yiLeY,68438,137,4569,239
LDVlaYYjf-w,174588,111,7124,439
k8YPwDOT7r8,114296,150,1007,63
VAdgn69L3C8,478851,198,16401,1224
k3PEl45DjkA,167142,46,2654,144
wVWLgVNw5lM,3912,9,537,75
LsAY9i4ig1A,97361,38,1589,482
uRPw8J-ViR4,8655,5,101,35
b00Pi7mDUHQ,2342,0,0,12
NpIbMjbDBWw,4484,16,44,9
w9qipHQwVto,329170,240,811,89
7wavUI8EnaU,84606,16,911,444
D4pdh0eTsxw,218903,621,6122,947
GJxhxJZ3Y_w,270526,102,3790,643
YCNmOl6Iugs,67921,191,876,206
z-kSxcoraDQ,3186,10,233,38
5VCaZAfoSiA,22195,13,419,96
t5SXnaaOJfY,82123,98,258,107
sVLRBWi6vsw,151074,1376,16607,4163
YZ4PG_DCPDk,136886,111,1501,152
IoYkGNcY26g,57289,208,8183,1191
YymocYy-OaI,95444,881,5492,1675
Bmjwq8it0Nk,5865,16,226,145
FHl0nIdbiLA,873230,3343,24682,3109
sPgeMtamnN0,25327,197,1429,106
EybpNEFXi2g,3153,1,38,4
hjE4NtntEbc,35523,41,172,148
Ev2aExZffQw,310771,509,24941,795
stxb0dBQB5Y,2872,5,184,58
gxFfNpBXDXg,71125,47,264,55
4tgZDDSAbwc,94235,203,5091,370
cJV0TtqOHew,126042,88,2666,419
qSVFwv1Albo,794345,371,1076,60
nhMyKfDGkOg,7400,39,728,115
h3fI0Pd2Elc,19673,9,1234,315
3xb9n1Hnr4E,102032,64,3478,293
99xH_uCn_5w,45528,54,334,93
A7BJ355DDGg,32043,12,6064,842
khSZO-QO2g4,1572750,2292,121720,5891
0GvfSqc3ZME,5874,6,409,16
TKc65We4Yhs,207284,264,1557,441
FFUHn_ifXJA,20669,16,432,78
fz-mTpVXKXc,24154,19,150,3
zTvrZeYdR4Y,212356,94,11480,196
1mNrd323gcM,162322,653,4022,683
56xbVI4Ju_Q,15726,36,673,285
gqnqTTGVeQk,2840,2,52,11
kZFmRXwelsQ,6867,5,136,28
ZSnVjIUqwSg,841815,1136,3912,296
d9ValOmKcyM,104407,29,3839,364
cyQrz3oSNSI,16722,30,254,61
1f-94EP6Nk8,212040,125,10217,1000
Ib5ClFrYaXo,294195,526,7211,1915
ETOIBtL3wH4,150476,106,1089,131
bKMLOdhRmgk,19844,22,1012,73
JAQSYYyZUvw,250568,204,1780,362
mzR586taJsk,8582,4,273,24
nDViM_52PJw,12499,241,407,487
Emkn_iCY7Oo,251213,193,3402,1602
jq77vv_JGgs,121979,333,2980,834
v1N0h51TYTk,5407,2,25,2
iGX5SIPKk08,14085,6,43,3
5TXSR9Jel24,52100,33,449,84
QOksZ8VogRw,1687541,942,45643,1691
usF68C42G0s,254284,423,2665,1407
A24NZqrOv64,5148,4,301,76
WPJvbp7MDBE,2021,0,125,16
IawKU9nOwHA,1652015,1600,84899,7558
rq_SYKWLnQo,314980,209,12580,1991
2kgdOxkqtnk,968757,404,6589,437
8Ojf1RVqRn4,899675,18,236,40
VoGJZKXid38,70066,58,843,24
tLZa1J6ZG2E,124273,66,5974,825
VEFAP54B31I,44939,278,4545,379
7HfHMMv3ArE,57225,26,1469,114
Xk-u3RtgdvQ,8170,11,531,185
6E3W8UZ-skg,785451,653,5660,1179
gSfmq1RNspM,59598,518,3893,1324
cZF20bAAFtM,27191,23,580,37
vAAknChhqc0,15686,12,413,167
UUlS7BuYddA,6199950,791,8304,402
LHlypWQe-Js,652739,225,6198,1174
JBWUa5AKRME,33754,24,83,14
06d8bmadhVA,95594,345,7276,1992
f7t5Sakzfpc,474065,243,1113,442
9muHjoYmmJk,150965,161,2284,513
5ARaWERshXA,5710,34,368,31
_W0CK0TRWc8,39303,40,1977,286
wHedpg7buow,105973,285,4789,602
1x_ks0t24rA,6573,7,765,83
JJ-9WBed46Y,242750,304,4457,677
QgiJuOZ180I,423628,376,1027,129
-nNgEyrV5IY,32427,42,47,38
Xy6gUefnLP0,27477,15,2717,544
qNASe7ywGcs,6805,42,424,155
9G0e7gtBtGE,520539,240,7811,752
PZzLBj4_Jis,7987,1,74,12
1m7WNpBbjKM,21410,11,351,30
WxcuguYD8u0,100553,58,265,41
whhVPrAJxbI,108372,72,728,352
LRuLPMYvnpI,12660,2,964,106
OqGSiv3QiwA,12228,23,748,147
QrwlBl5Qvqk,898510,4324,9390,4899
1Q8gvZ_lhKU,11926,9,603,52
rYLcgxKwCCk,36537,69,2156,214
SNM12oCAo9U,614742,226,11499,3307
ZWF4JXNw0to,63796,55,357,97
ht4m_2BHWqs,6658,22,1572,124
7r5vDzqVorA,7595,13,48,33
pOWq8Y15WNY,335732,91,10319,1486
9lpf-arf71s,32850,56,3014,123
xP1Wpvc99bs,3646,53,51,89
Lb3wkNv2sxw,169030,131,1026,212
RoqcU1btM34,7653,8,1000,220
T3ehO4e0EWc,255254,117,2306,346
icFV-OmVSWs,100687,65,6926,1205
KK-90aN83lE,9168,5,58,6
xkq3MNX-hdE,4259,1,15,1
2ID4-mbY_bI,53238,175,1561,419
4fTrOmDrDgU,24800,27,1521,228
zQYarS9LYgk,2414311,1530,58961,2853
t5OigdlFKjA,29039,258,896,589
C-Hz8Q5noS8,10800,15,856,280
erfowr2cb3Q,139573,1101,4435,921
BQvEY0ZdQXg,156698,146,1232,157
s_ds8pIQgGs,3112,1,439,158
hATxSf4gJco,18185,10,56,16
D7wmMZmMinM,1056616,858,42275,4353
8w3gL8qPOig,535195,2344,28268,1590
9OeZYhjyweQ,502917,631,17891,608
KeWZzmHz83w,8597,3,93,1
0e3XJgk13E0,54478,35,162,54
d-4W1y6f3hg,270245,138,10040,562
KVoGPzURPDo,4071,3,73,9
jmCSYUzU3IM,2116315,1511,12401,2679
dnRI8qhYuHA,33445,19,1137,89
l4r1jaaLwcI,171502,212,1237,91
m6qubM54PtE,2084432,1580,28701,4462
m7imAkTNS8E,19492,10,121,54
P8O4yWIyxXQ,44841,68,8244,741
b7WRofBaoz8,71474,95,2892,242
qS6LoRYUdhw,1202878,702,46101,4034
m1IPctliUHg,3732,17,141,31
9XaS93WMRQQ,20816288,10608,301497,11275
ReiTwoJi7jM,245602,152,1650,0
WcfUuIQV3Tg,143854,135,390,19
lpglttVYeu0,391028,855,4742,4692
tFNhbfun_8w,312700,232,1990,477
0gTtrg-ezyY,155573,616,995,940
aUrhO-yKQ4c,2928,0,85,7
-AG53wJ1PnU,9248,7,179,35
njeN8GCGnYE,727793,1183,5429,4512
SLq5YgRhlWM,2711,4,44,3
zWqA5ZUpdmg,19502,22,54,14
AM_cnknyhbI,128322,117,6531,289
4d61Dg8kUms,7074,4,132,8
bWed9s_4brg,19383,69,36,14
wajTWnzjHIw,130951,132,1802,345
0Sqb22C9rsM,4858,10,579,219
er2kQ21ZTG0,68487,32,4984,269
ld8usyxhfTA,1823,1,21,2
av2xqb9jKxY,179650,71,3167,558
bV7LqjQFZcc,8385,8,98,6
z8MO9pGXRKM,119001,88,3475,333
mukkuJ-cvto,184483,1398,8212,379
MH1z0DKIVR8,5772,24,562,133
CUnRQYS6xqo,159168,268,4546,1791
D_f-sp8MHks,178757,71,4964,357
0hcp-eMOn4E,96699,44,9267,937
NteOGKaMLT8,59676,138,2480,735
swk2_AlCFCY,30158,9,40,57
IAPSISDPL-Q,16886,48,1692,195
kOkoRSGnnZc,141831,81,3397,220
l_B-Q6GXro0,3941,0,23,4
nG42MGQGhKg,25429,41,81,0
EA_-S4CGP7c,5004,0,70,8
FYfHGeWbfwY,148787,145,3266,345
9bryBTdZjV8,50006,42,434,26
ejXa-udMMuU,3929,2,204,25
1VoH-tm3fOI,76356,115,5688,457
61m-2eVNkQs,171821,82,618,245
zDl0essP5wo,62495,33,3114,201
2kCbFmjEi6A,2413851,1477,61858,4881
yjyAg87lOGc,399476,92,1700,239
-RWyvRyQtGo,440776,416,11122,1248
_W6LTWp2Lok,19464,27,208,9
CxD6KdAEoDQ,19169,7,444,58
IGSJ2F1C2lo,46172,50,1876,203
M-eL1hM9ubU,8316,9,336,37
zyUwVMzlXn8,49367,65,2538,295
vosBg0_EwTw,43801,138,2486,199
UrQ8VdUGYhE,20566,12,97,9
7AeNOiGiFrY,57714,13,1033,30
-ikmeMqL1Xk,4149,1,38,1
Gz2tBxEM6MM,108100,0,0,0
J9GXDGn6Aec,94331,183,686,627
K0-F2GUmlCk,6701,2,59,16
tdvVkYfg5QU,244248,285,3077,1361
wMK1JUC_nQ4,64382,59,3465,594
sCzosfG925Q,49397,25,1006,232
xnApMuPzg1I,60378,37,258,57
9-ybQHeucis,335048,518,21372,1623
4gUygG-6IGI,101576,327,1754,595
kIzWo-5nJf8,11590,0,0,0
FN-oM22ytYc,49605,40,1303,75
l3f_1zEEnR0,345869,219,29374,1996
SBRCNIuiI5Q,149728,359,17234,3445
uzYYYE6hnyI,416550,395,5861,385
vF8aC4cicAM,25664,26,1477,330
CTvQbOOcYos,32025,37,76,83
rPaNbBEPX9Q,201192,144,2514,686
O5VlPAa3_Q8,172357,97,8697,809
wgXQ8p3BXSU,38057,0,0,450
VGcJcZsYbGA,534507,697,28108,4334
-hg9t3PdhFE,102560,1452,768,1232
-GJRwZIetQs,2472,4,250,57
tvrlDM5Ae3U,42457,348,1275,687
HWXpRGbEzXg,110663,171,5933,233
fWZesUay5gE,223604,76,5836,235
4ODpRMxXIMA,4921,14,403,153
-LDTgvy8XO8,3647,8,51,23
OAybZs36-bM,88926,21,121,62
VuuBt69iT9c,2498,2,21,9
gmOjio3eKdw,280801,348,2282,579
DmTcVy7Ng-g,79591,115,5147,402
RRs3AGmAngk,4696,1,75,3
cYSLGHA-UyY,238880,163,4368,1087
iaE5is29oJE,16168,13,436,22
Kr0nQmUYwB4,3019738,8506,272522,26087
gZq3H1L212U,150556,470,3538,2276
1x7gsQCRZ6U,498024,150,4041,625
u_t8eG5_l1o,5672,9,117,17
KH7HSHQI6IY,516577,340,1741,967
1KHCqtTC0EQ,102766,39,294,39
engRKCpYXnY,983082,890,47298,542
TX7_lPhyI_s,87895,290,5934,312
pylyPL64uxk,462906,162,4598,506
3-zDLPST-a0,5135,2,8,3
kP4-gBq27tw,3564,4,237,45
KKverkaNHbs,7949,34,342,132
BZPRvbdJwZk,115374,161,678,526
IgDSkiWs16s,296983,127,2685,1601
SWhiCo-NEVE,10355,2,230,6
HNa_UWX51_s,354338,393,12863,555
gpBINbs7hfQ,2386,0,4,0
CE0fIfzHfSs,24719,62,198,0
bcRSfShLgIg,54449,19,594,114
PMiuz8AUgz0,22286,19,757,30
Ks1DSg7aYpk,78260,77,3826,280
1mCk4H8tm-Y,21082,30,91,9
xzLn8PSqFQw,74061,339,6344,536
rzI-NzTi4jw,98043,108,11925,671
wNAvsPQWxzw,171629,34,3672,884
YRRczTwopgA,34059,375,2183,659
sKNc9xqV_TI,4697,3,72,9
z7P6-AA6w_I,5043,1,401,109
-CqiTME15Ms,173355,228,11518,437
1xzGmmWJmhU,50490,49,80,15
THaqB3S7zKg,970807,320,19278,1598
nsK0Kx0VVoo,3340,0,347,85
N9hjffno0g8,13806,7,87,9
CGSjzNQg4lA,59836,118,1306,91
3OzZ82YHCac,543389,881,33107,1501
cWOeWXuC674,647510,231,6156,161
lXz5fdhQOQ0,79787,66,1146,218
egHXPZnb7N8,179194,114,16260,2321
CRcRAb8BBFE,322556,285,5867,816
OWVTtuxW6Fg,1831761,1050,25548,2697
nS0xE3sLI0Y,70803,113,173,39
PpRuuEy01wg,9320,26,459,42
xGaNBT2ioDQ,322407,360,14187,4727
5LCjvpjhf_4,63013,7,1839,96
rNZepW-0GUs,76256,143,2950,532
bq_bxy5HtWg,147807,51,1005,103
74i5GCf0yXc,3035,8,214,43
xMkiOe3lfZg,138347,70,1338,173
KchEfiKIBhM,23945,25,81,20
pQ0Im7Oej2c,4648,8,279,61
WhEnl60uG_M,53595,101,3007,74
t1Liix4gi7k,1035804,737,18816,1133
P48PT-yEFb8,4356,5,434,94
0WlbgCG-aaY,138646,1179,1816,196
L1fwxUV6GJE,107331,5,206,8
hDmN6QbElDw,74896,40,4456,393
4DQUrg0Yhu4,704426,971,23570,3960
JPGEZvM7LMo,362861,163,636,191
51KVV0lY0B0,393485,587,977,1263
XqUgEhOAToA,33396,77,487,166
kHfJcIoEyrg,4915,59,982,271
nxmlV5vlD6g,314534,275,21813,421
YPrM05ynbMw,9059,14,485,95
ZKchfFiHje0,177680,271,1562,1344
L3XbRXQLrWA,36590,48,731,36
H1AY2mHf9Wk,72026,57,5641,864
q1A2Ldf4PB4,56219,133,4273,698
AJCIzPBofjE,51803,119,3951,458
cgYHbIEZWW8,389613,1013,2430,2660
y3smmpE1afw,53492,19,1781,216
a2bjPDkFR40,812300,3339,17486,2225
iPGgnzc34tY,223850,453,15023,657
RmlwZfbUvkc,28550,19,311,44
Bbot9-r1_sk,1307061,1071,18545,1170
Tls2hoNfYgI,35567,32,2574,256
2Dql1o6bPUQ,22049,15,429,99
qzW_tC7-h9s,118358,130,258,65
7oP_tPvc1sg,10823,11,104,18
0bCxv-ywJ58,40969,10,3754,376
fS2fsa1fuIw,1202228,430,39642,2667
HGLw1ipJoN4,365960,197,7806,762
a3BmyG4UO8I,1159105,112761,170891,35177
h1dzKqUUAeE,245751,93,5820,228
oiSMMFXGgGY,44838,28,2326,796
G6n7oA5yoPY,287081,623,11190,1084
ZTqekD0MCNQ,49475,94,1472,6
XoJisGw_o0o,53101,52,320,91
nxM2wUaqDl8,567597,414,2611,702
T6qovJbKbl4,8912,7,901,44
ttvkCGzhLm4,54577,59,261,30
2THqrnc6qVY,104055,46,8879,860
rKZGYSHaBC8,5722,23,36,25
9jd9APFmXDM,226666,504,16347,2299
6XQBO53wSYA,452065,1505,35395,2313
XslY_n3jM8s,13896,4,349,76
joxs5GcZugA,24250,11,165,35
kzLyoyp8aac,2867,0,215,4
ZoMB_4a7LOY,48411,412,239,0
9mwNVKxKu5k,1326581,1066,11767,742
ksfpM6prd3Y,39996,67,2712,327
fdlAv68WzM0,183133,286,1916,162
IPj5j_6DPZE,3436,6,352,47
WZbEXhR5TNE,501470,241,10224,2209
lhUG9Lfl2rU,4553,5,149,55
wipK66EcD4I,64430,58,254,72
R_z74boZLaY,390246,61,1403,656
JNDWU_K9RcQ,428096,179,1832,250
YZLNX34Lfbc,306173,151,445,19
mm43bKcpC3U,96339,99,410,11
KjP7O26saoA,842192,2286,32441,2379
1B9dseIslCU,169490,66,4656,287
eS4rlDJ1aVQ,4628972,7213,280540,31392
Xpw0ts8RTfk,50155,59,1236,306
2XK4omx9uMU,1354030,512,57838,1257
B2UneoHtedM,1177596,3912,22483,7549
FjIq38KyS_M,21864,10,425,14
Hz7yyChLqQw,74968,173,1539,227
fo9YvKQ9lus,2772,3,5,1
ba8zYGJULow,2931,1,54,26
IUhe6h6vnE4,199906,172,11607,1833
oQQl0cr7_Ug,696662,343,19212,2192
TFzUvfe_tRY,13456,18,197,70
GoznGUIGdZM,302389,203,13854,1103
8TInAAEa7IY,54487,15,877,112
XrU3rQj49DI,3232904,1573,27066,2519
o_E95lLznvY,143437,131,3643,334
3oCiGIu1HWw,5564,4,281,110
UEkAK37gluI,64077,35,1024,105
diDuEAKA0wA,438388,335,12625,2541
reU66G_e5JU,52354,64,579,69
mHCrAHYw3Vw,13118,9,138,35
NddFnmCVeCM,6953,2,137,17
BU44dwsn7fc,3540,0,0,0
2YJyMHuxCqg,15616,6,491,45
B7iMMhV6W_w,3136,0,21,2
CSFSBY1AFik,499284,653,354,280
0hbLgePCEKU,644335,465,15480,953
kcBCqLRSsrg,1511381,6369,66251,5630
daR05oUWKmU,87063,101,2638,181
grNEwUuPyuo,10372,6,265,8
COuaUOJLu90,241532,713,9788,667
fQM6cyg6Wt0,18585,25,71,66
MVEjcbtJEj8,142391,265,2071,824
J6p_zrQBdC0,84264,152,3397,248
VH8uz85_0p4,68341,66,1602,440
202dQJ-C_qM,9150,10,32,0
lsyXtbi9znw,1001742,2277,13136,1656
UN-MOkvKE9Y,358331,140,1482,250
n4GynhABYdU,194689,103,25001,1578
ZXD7LWeP1Q8,53161,99,3487,541
4HSul1NBFes,3831,0,0,0
3dlZyig8osQ,144788,161,1175,671
LvbsRLORJ0E,181242,178,811,138
Cccpo0ZLCds,44894,24,1364,49
aS_1sAbqo7U,103940,108,2768,1090
32zDW43oEQU,23733,16,144,230
aihL8NAwb70,112644,73,4837,339
Uh4XJjr53vg,33697,114,1093,96
wLgH8oMKz3E,184394,45,254,191
ibyeURLNQvE,17168,35,129,49
zQoEa_h_AnU,452221,267,25430,1032
CPbVP-vkqGY,6042,8,34,4
y7fNOjHDdpU,2038143,891,37110,8122
ueGreamCtwM,14681,4,96,16
0fHSGFRt7m4,15498,8,168,78
uZ0NBTK0lz4,4077,4,477,114
_0Kpl_mSiNM,74296,46,395,46
Avguz6IAPMM,106607,90,2101,92
nmr0NcpgDHc,47832,27,1929,169
4o-ePnCQsMM,14464,26,488,13
-x4Q3qE3yAQ,10934,30,462,18
Y6KIfWMYf1w,229154,157,12240,1893
2Yz6TGWgclU,175845,217,6351,1412
V1t8Ilsu0cY,95137,179,2120,125
80fT7fyA6Zg,51790,54,2728,329
IUCVzXvCZaQ,22874,8,143,12
Z57ILRF20DU,20528,22,1754,230
hyQOSNfeDhs,17355,31,684,349
PjjQMdRgDMQ,138776,896,1402,238
My-BcgfkPII,383123,356,3916,3196
Kv5IJ-OXG90,890054,363,2662,559
ThzTrGqENHA,13915,37,194,0
xD8PEJeqbfU,99107,86,1374,171
sHY6mgqo3UY,15764,18,371,14
fenc1xIXCKE,19224,6,165,8
7gA63iLM0lg,79777,146,401,145
rhDp149_V3Q,5036,45,398,184
23pBhtxcO-Y,18134,26,1592,138
7SQocjVFeJE,62764,29,186,21
-xt_j2aIAkg,4288382,2102,10615,986
_c2ADEbnesg,69662,661,1551,455
SvlBBxUdpU4,77980,28,472,301
OWjjngSbOw0,55084,40,236,21
Lx2WVhMkOfs,836992,273,6424,349
UnlXTNZ2e7U,179551,118,2442,419
sCnxENrErUQ,10940,11,537,40
JUwPwvMSArA,63949,0,0,214
Za6HddT0rYk,20938,21,188,45
zMW1ZNky4_0,13084,13,169,27
KST4EiQkKG4,10205,28,615,229
rrSYCsSsAX4,5739,7,402,81
3_A-o9B6gDU,5490,5,1172,130
LFSacMbImys,2046887,1807,56046,3661
wngEI82gozM,35470,16,3273,172
5ho0lvgKhiA,116833,74,296,80
q3lVYDJLB-8,12230,0,0,0
SGFehAmkWgQ,4438,5,204,16
m3Z2hct0FoM,4814,23,177,65
9jfEMW-cHvM,436885,732,1565,475
bGusPQ9HYH0,17838,128,705,74
zW9TgXJjfBY,29195,546,296,232
AX4UDinVy9c,25588,22,65,53
15UK0924t_o,268343,343,14304,1117
DEz6m1KhBmk,140435,120,5620,229
Mz4HdoALFg8,18093,44,384,493
CyYxT8MzpCA,164958,174,8448,519
E3tz3XQdjZM,9901,13,498,9
kyxeeRXimuA,20730,105,1435,288
OMgw9gPX3xk,186679,163,14820,1141
xZBTg8AzhOE,117705,86,2834,333
UNhI8F-C89o,52199,30,608,64
UiCyXpDsk5M,1062138,2512,31640,6154
YT243P1Jerc,34952,16,1779,38
FuqyMU2UNj8,38061,0,0,0
dtTZdC3YVx4,395907,356,3235,15
fS53oB6lWCA,96585,133,5591,568
Qm3WkSqxVrU,3136,0,222,4
gyck7d7p6rM,18429,8,98,7
nWFYJnJTYhg,79032,59,5065,105
N9IIv_vMFAA,8549,29,1011,146
YiEFcURJ67U,416014,175,10251,530
hs-ZjfUTP4c,962790,2282,43264,10112
xo8VK4ZXNRo,23206,47,1088,3
rtP0xEz0Qr4,30456,50,5405,321
yq3BA1MMuOI,33644,39,116,38
m9YYLIYcIqM,44534,52,178,21
KkzQXQuV3cM,5975,11,970,328
DsiEuFYdjeY,139952,52,902,176
gHnuoEj3t-0,119199,92,1072,71
jMrabMyV_as,87216,121,7547,354
VDa4Pw6z7fA,346640,273,5979,296
KAoe2oxbnms,9762,18,457,155
Y0_BwaMojpQ,2324929,1106,9539,1677
xwH6cvcaPiI,6594,9,344,64
wSV_6tdJats,180301,273,670,41
eKy_5DHi6X4,4937,3,664,190
WVJJMX_DhSg,1045765,833,7043,1494
ALXiloyym0M,188155,179,7011,1053
IMs9bHWou2A,69265,39,1834,587
IBMw77Et1RI,1758,2,114,11
iIvm_Xqdwmc,58202,741,123,112
IbmvDn6I6sI,30361,4,26,6
AGPMMAjBt6c,196212,68,1694,69
7jELoboMpoc,2608,6,177,33
nbZutUsPMLc,173481,348,18690,618
S3MY5qB480k,79330,73,5006,583
GPQhd1L2ayE,55710,14,186,6
UaIoW7F7ZDw,189900,103,1413,157
ujmHVoCekJ4,12877,23,299,31
